,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,5,5,2,338.1127330230976
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,2,4,4,16110.696447199854
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,3,3,3,5579.302986097441
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,2,4,3,387.565112928174
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,3,4,1,8608.055333406717
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,5,5,4,1174.9650650406413
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,4,3,7,6232.114025442367
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,4,3,6,8133.702324044271
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,4,5,6,6162.252894803228
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,2,5,4,454.14887143285813
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,4,4,6,1607.01842698686
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,1,2,7,4384.523008394503
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,2,4,2,9467.911587122584
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,4,5,3,10835.819546168668
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,5,5,3,1740.0685084253166
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,6,5,4,679.3998417787852
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,4,5,4,14357.560720211943
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,4,5,7,3862.2776561982523
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,3,4,5,5885.646889082783
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,4,3,4,3077.369320722992
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,2,3,2,3162.896296392389
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,7,5,5,11442.721561931716
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,5,4,2,603.2171449277524
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,3,5,3,1180.3513387984183
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,6,3,5,606.504985040286
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,6,3,3,636.7536182961361
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,4,4,7,1735.3318341566219
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,6,5,6,16757.79427216453
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,3,5,4,960.2045619603218
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,5,3,3,3236.002154900931
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,2,2,5,3085.8059636825838
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,5,5,1,11258.930057057014
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,3,2,7,5071.178940334029
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,3,3,6,1463.8401154644446
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,4,5,3,550.6195812821982
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,4,4,4,656.3763981613893
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,4,1,6,11245.78346776982
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,5,5,3,3826.4795812495045
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3,2,1,3157.756764251708
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,4,4,6,12694.278290557577
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,4,3,3,17848.621645441333
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,5,5,4,1758.5371268816639
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,3,2,6,633.2871249976582
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,4,5,4,5825.843861678469
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,3,4,2,8581.210023606947
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,4,1,1,1611.7284969182485
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,3,2,1,6452.13591278557
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,2,4,6,5088.269259133883
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,2,4,6,757.4466976905609
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2,2,6,2094.095095785941
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,4,5,6,666.7525568820787
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,4,4,6,908.7556383598132
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,4,3,6,5885.048758104266
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,3,3,2,1285.1264821193633
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,3,2,6,859.8494923774686
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,4,5,6,883.6654296059758
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,8,4,6,855.3042645867504
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,2,5,5,4209.432363976395
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,3,5,3,9335.452609873553
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,5,3,5,2113.452091493604
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3,3,3,3414.0154163464017
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,6,5,3,1711.0532229159994
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,6,3,6,595.0368778594082
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,3,3,4,2286.0061324846065
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,5,2,2,13139.748402136081
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,3,1,6,4557.219328219423
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,4,3,5,1482.8881271961761
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,4,5,5,12501.019192841282
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,4,2,4,6960.826395192248
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,5,3,5,1087.3890045449066
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,5,5,3,2916.1180704969534
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,5,5,4,1228.8143861752212
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,4,5,5,632.9322395388762
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,5,3,5,1242.3729218458636
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,5,5,1,1242.0416926234277
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,3,3,2,2210.60634511053
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,4,5,4,2001.5555709104387
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,6,4,7,1469.892881568261
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,3,3,6,1470.8898255903289
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,5,5,4,663.5006910685017
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3,5,6,2836.599631030913
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,3,4,4,2487.0826135990387
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,7,3,6,552.9718359681274
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,5,5,5,1800.7860877720398
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,5,4,2,10591.525922362192
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,5,5,2,1105.460351288574
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,5,4,4,16934.959756937722
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,5,5,6,3529.955324528176
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,4,5,5,2134.342132664964
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,3,3,5,6199.88660775989
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,5,5,6,1626.3353366525491
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,4,4,4,655.2995384744286
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,7,4,1,20109.910126764902
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,3,2,3,412.6786942881351
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,2,5,3,4082.766136540406
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,4,4,2,10608.84289174006
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,2,4,4,3787.160222251824
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,5,3,3,11379.445907410096
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,8,5,4,2364.414854895667
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,6,5,5,1304.5810850532312
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,5,3,2,10284.092890898059
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,3,5,6,1484.0220175553554
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,3,4,6,5355.515977490064
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,5,2,2,501.3913879361727
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,7,3,5,1338.2257988253516
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,5,4,1,14768.817017842652
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,4,5,2,2798.4255241016413
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,4,2,6,1557.9511017306836
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,7,5,4,733.3903044523028
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,5,3,4,709.8283788603546
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,6,5,3,3622.4389801329417
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,4,5,6,1077.4210581845223
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,3,4,4,1395.8510323767866
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,3,5,4,920.4937353448222
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,4,3,2,589.4313835242659
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,5,4,4,1593.572332098374
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,3,3,6,5126.117259916581
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,3,3,7,578.4596461736422
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,7,5,6,1037.1896232879903
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,3,5,7,1121.7433634364968
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,6,5,6,760.9080881383792
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,3,5,3,6716.597614321649
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,4,5,7,738.1749373287115
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,2,4,4,3862.332534364862
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,6,3,6,916.5415451083421
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,3,2,7,4326.843860286278
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,4,3,5,5572.7894540740535
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,6,2,7,1900.727481419532
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3,5,7,3041.907771167341
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,7,5,2,1138.8390447096324
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,6,3,7,7435.676352134395
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,8,3,5,2831.979127458392
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,4,3,7,510.3865958179186
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,2,3,7,4633.6690922949
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2,4,6,2464.8977137138213
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2,2,5,1485.827764141414
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3,2,5,3768.78113739405
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,3,3,3,457.3708861609178
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,2,1,7,3950.7168621174173
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,3,5,2,3967.464617316138
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5,3,2,4727.56100784326
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,4,2,4,545.685220930008
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,2,5,7,805.1578243496895
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,7,4,3,6528.0511974931915
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,3,2,6,2530.2114287603317
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,6,5,4,910.6639993255454
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,3,5,1,776.7728447631731
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,3,4,5,539.6811388480463
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,5,5,3,2917.521987879409
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,5,5,2,1502.934501025192
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,7,4,1,801.5968500448962
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,5,5,3,612.9217491409865
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,6,5,4,681.3696326838603
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,2,1,2,10159.654466717986
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,3,3,2,688.9634370510369
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,4,4,6,8613.435326095687
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,5,5,2,21923.816710403236
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,3,3,1,11262.992863856749
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,7,5,6,1344.387766515228
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,2,5,4,3249.35649704771
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,3,2,3,4065.154553386142
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,2,4,7,5210.661858454358
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,4,5,7,1914.3013845069124
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,2,4,6,6377.557771299997
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,5,5,7,2356.3115000470484
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,4,5,7,2339.936174229963
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,3,4,6,642.279048922931
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3,3,2,3040.195620954091
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,5,2,7,6660.6820695309725
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,3,1,5,2313.6213870076986
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,4,5,6,1767.4147018388105
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,7,5,2,683.1724827873132
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,7,3,5,527.7555118138722
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,8,3,4,3867.678976784092
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,3,5,3,5470.539322771778
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,3,4,2,3870.2151213582542
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,7,5,2,3146.023864983643
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,4,5,2,10075.04343471656
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2,1,6,3039.100895940626
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,4,2,5,5255.472501348615
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,2,3,6,705.6911224332403
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,6,5,5,1894.9253011236021
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,7,5,4,9664.048882118872
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,6,3,7,807.7500887805567
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,3,4,3,4755.876381823446
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,2,2,7,457.0800201655695
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,4,4,2,16269.831200397062
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,3,3,4,464.72857483965754
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,6,3,2,535.6239676682441
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2,1,3,3118.8166298011324
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,3,5,4,618.1821141675792
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,5,1,2,2377.8473960117717
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,5,5,2,2679.735939229595
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,4,5,6,666.9419631925828
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,3,5,6,11735.542446356045
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,6,3,6,514.3772960571982
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,3,2,5,816.7824765104156
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,3,3,5,6866.795275240212
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,2,4,6,4250.776653736345
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,3,3,5,4941.202912853991
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2,2,5,1979.2430715715686
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,6,3,5,1242.1678869045486
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,2,4,6,9102.789418165903
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4,3,3,3900.806197164778
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,3,5,6,770.0219851923096
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,8,4,4,8096.274183514011
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,4,5,4,709.8854167958294
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,2,4,6,5785.370262645249
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,2,4,7,4679.24213715919
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,4,5,4,632.4698973022549
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,6,5,6,8504.304994001324
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,3,5,1,1774.4859576291392
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,2,5,5,4948.742825627038
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,6,4,2,14706.667783628971
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,3,4,5,4897.649425182871
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,3,5,3,3718.8025702897057
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3,5,6,3067.5862572545325
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,5,4,5,3388.336698297663
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,2,4,4,5362.492734781886
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,6,5,5,2755.880775858725
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,4,5,6,667.9050152894185
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,6,3,5,1950.6002660007825
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,7,3,7,496.017059966758
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,5,3,4,594.6933990589687
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,3,3,7,3787.196554592517
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2,5,6,2650.6922567374763
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,2,4,5,16985.10640887731
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,7,3,3,6357.367166301921
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,3,4,6,716.1735674650911
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,6,4,2,11412.042232520724
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,8,5,5,2342.846302415775
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,5,5,3,7709.41516469474
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,5,4,1,415.31732111302824
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,3,4,6,1558.8993128367317
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6,5,7,6424.330289737002
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,4,3,6,2138.4018299004183
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,1,3,3,9143.397732702622
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3,1,6,3852.1612284336943
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,4,5,4,3549.846524086849
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,2,4,5,7840.851572029741
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,2,3,5,911.9410346025132
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,4,5,5,930.7064188026718
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4,4,3,4266.831381881563
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,4,3,2,5991.643231907128
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3,3,4,3084.530641883897
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,3,4,6,1615.1246907826949
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4,3,2,4429.653280523094
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,4,5,5,1027.0280991340785
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,4,3,2,468.96375297128805
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,5,5,4,3243.7245189350874
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,5,3,3,14545.930924595072
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,3,3,6,12301.287169523574
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,2,5,4,1132.8956795577922
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,6,5,5,1891.7154314288864
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,3,4,3,2291.505001401319
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,3,3,6,1165.7107486866537
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5,5,3,7828.35928814412
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,3,3,7,542.5709760500146
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,3,2,5,855.6448775640481
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,3,4,3,9301.303857015835
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,3,5,7,1664.5123076451764
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,3,5,7,1724.4132828593547
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4,3,4,4214.603767408347
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,6,5,6,8046.824486654088
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,2,5,5,4283.9239539615555
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,2,4,4,4929.322518272567
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,5,1,4,3877.544397081767
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,5,5,4,1886.8660758034634
