,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_,cut_
39115,0.52,Very Good,H,VS2,61.4,55.0,1389,5.19,5.24,3.2,4,3,3
39116,0.52,Very Good,E,SI1,62.9,59.0,1389,5.12,5.15,3.23,3,6,3
39117,0.52,Very Good,E,SI1,62.8,56.0,1389,5.13,5.15,3.23,3,6,3
39118,0.52,Ideal,G,SI1,61.3,55.0,1389,5.2,5.24,3.2,3,4,5
39119,0.52,Ideal,E,SI1,62.3,56.0,1389,5.12,5.16,3.2,3,6,5
39120,0.52,Ideal,E,SI1,62.1,57.0,1389,5.1,5.14,3.18,3,6,5
39121,0.5,Good,E,VS2,64.9,59.0,1389,4.89,4.94,3.19,4,6,2
39122,0.54,Premium,G,SI1,60.3,57.0,1389,5.4,5.24,3.21,3,4,4
39123,0.54,Very Good,G,SI1,63.2,56.0,1389,5.19,5.16,3.27,3,4,3
39124,0.54,Ideal,G,SI1,62.6,57.0,1389,5.21,5.18,3.25,3,4,5
39125,0.54,Very Good,F,SI1,63.3,56.0,1389,5.24,5.21,3.31,3,5,3
39126,0.42,Ideal,F,VVS1,62.0,55.0,1389,4.84,4.81,2.99,7,5,5
39127,0.42,Ideal,F,VVS1,61.3,56.0,1389,4.83,4.82,2.96,7,5,5
39128,0.42,Premium,F,VVS1,60.5,58.0,1389,4.84,4.81,2.92,7,5,4
39129,0.42,Ideal,D,VVS2,61.4,56.0,1389,4.85,4.82,2.97,6,7,5
39130,0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.79,2.98,6,7,5
39131,0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.78,2.98,6,7,5
39132,0.42,Ideal,D,VVS2,62.6,56.0,1389,4.79,4.77,2.99,6,7,5
39133,0.54,Premium,H,VS2,61.9,55.0,1389,5.25,5.22,3.24,4,3,4
39134,0.54,Premium,H,VS2,61.6,58.0,1389,5.24,5.22,3.22,4,3,4
39135,0.54,Premium,G,SI1,61.7,59.0,1389,5.2,5.17,3.2,3,4,4
39136,0.42,Premium,F,IF,62.2,56.0,1389,4.85,4.8,3.0,8,5,4
39137,0.54,Premium,I,VS1,61.5,58.0,1389,5.28,5.26,3.24,5,2,4
39138,0.54,Premium,G,SI1,59.0,60.0,1389,5.4,5.35,3.17,3,4,4
39139,0.64,Very Good,I,SI1,63.0,57.0,1390,5.47,5.52,3.46,3,2,3
39140,0.5,Good,F,VS1,56.4,62.0,1390,5.31,5.22,2.97,5,5,2
39141,0.6,Ideal,I,SI1,62.1,55.0,1390,5.39,5.42,3.35,3,2,5
39142,0.55,Ideal,F,SI1,61.0,56.0,1390,5.28,5.34,3.24,3,5,5
39143,0.42,Very Good,F,VVS1,61.9,58.0,1391,4.77,4.82,2.97,7,5,3
39144,0.52,Ideal,H,VS2,62.2,56.4,1391,5.09,5.16,3.19,4,3,5
39145,0.59,Very Good,I,VS2,63.4,56.0,1391,5.37,5.33,3.39,4,2,3
39146,0.59,Very Good,I,VS2,62.4,58.4,1392,5.3,5.36,3.32,4,2,3
39147,0.54,Very Good,G,SI1,62.8,59.0,1392,5.14,5.18,3.24,3,4,3
39148,0.54,Very Good,G,SI1,63.2,58.0,1392,5.15,5.16,3.26,3,4,3
39149,0.54,Very Good,G,SI1,63.8,57.0,1392,5.16,5.19,3.3,3,4,3
39150,0.53,Very Good,I,VS1,61.0,57.0,1393,5.22,5.25,3.19,5,2,3
39151,0.51,Very Good,E,VS2,60.2,62.0,1393,5.16,5.27,3.14,4,6,3
39152,0.46,Ideal,G,VVS1,62.2,57.0,1393,4.93,4.98,3.08,7,4,5
39153,0.55,Ideal,I,VS2,62.6,57.0,1393,5.21,5.23,3.27,4,2,5
39154,0.46,Ideal,E,VS1,62.2,54.0,1393,4.9,4.94,3.06,5,6,5
39155,0.58,Very Good,G,SI1,63.5,56.0,1393,5.34,5.28,3.37,3,4,3
39156,0.51,Ideal,F,SI1,61.7,56.0,1394,5.12,5.15,3.17,3,5,5
39157,0.56,Ideal,F,SI1,60.1,58.0,1394,5.36,5.39,3.23,3,5,5
39158,0.42,Ideal,G,IF,62.4,57.0,1394,4.79,4.82,3.0,8,4,5
39159,0.5,Good,F,VS2,63.3,60.0,1395,4.99,5.03,3.17,4,5,2
39160,0.5,Good,D,SI1,63.2,59.0,1395,5.02,5.04,3.18,3,7,2
39161,0.53,Very Good,E,SI1,61.6,58.0,1395,5.19,5.23,3.21,3,6,3
39162,0.53,Good,G,VS2,63.4,58.0,1395,5.13,5.16,3.26,4,4,2
39163,0.53,Premium,E,SI1,62.1,58.0,1395,5.11,5.19,3.2,3,6,4
39164,0.5,Very Good,D,SI1,62.8,61.0,1395,5.04,5.08,3.18,3,7,3
39165,0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13,5,3,4
39166,0.42,Ideal,D,VS1,61.4,56.0,1395,4.84,4.86,2.98,5,7,5
39167,0.62,Ideal,G,SI2,60.6,57.0,1395,5.53,5.56,3.36,2,4,5
39168,0.52,Ideal,J,SI1,62.3,56.0,1395,5.12,5.16,3.2,3,1,5
39169,0.54,Ideal,G,SI1,61.5,55.1,1395,5.25,5.27,3.23,3,4,5
39170,0.5,Good,E,VS2,59.8,57.0,1395,5.12,5.18,3.08,4,6,2
39171,0.5,Very Good,F,VS2,62.7,56.0,1396,5.04,5.07,3.17,4,5,3
39172,0.57,Very Good,E,SI1,62.1,58.0,1397,5.28,5.32,3.29,3,6,3
39173,0.57,Ideal,F,SI1,61.6,56.0,1397,5.36,5.33,3.29,3,5,5
39174,0.51,Ideal,H,VS2,62.9,57.0,1397,5.07,5.1,3.2,4,3,5
39175,0.57,Ideal,H,SI1,61.8,57.0,1397,5.32,5.36,3.3,3,3,5
39176,0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29,4,6,1
39177,0.5,Fair,E,VS2,64.9,56.0,1397,5.01,4.95,3.23,4,6,1
39178,0.4,Ideal,E,VVS1,62.6,56.0,1397,4.73,4.7,2.95,7,6,5
39179,0.38,Ideal,F,IF,62.2,55.0,1397,4.66,4.64,2.89,8,5,5
39180,0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88,8,4,4
39181,0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93,8,4,5
39182,0.4,Premium,G,IF,60.8,58.0,1397,4.77,4.73,2.89,8,4,4
39183,0.4,Ideal,G,IF,62.2,55.0,1397,4.76,4.73,2.95,8,4,5
39184,0.4,Ideal,E,VVS1,61.7,57.0,1397,4.74,4.7,2.91,7,6,5
39185,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.78,4.75,2.93,7,6,5
39186,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.73,4.7,2.9,7,6,5
39187,0.4,Premium,E,VVS1,61.2,61.0,1397,4.74,4.7,2.89,7,6,4
39188,0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94,7,6,5
39189,0.4,Ideal,E,VVS1,62.4,57.0,1397,4.72,4.67,2.93,7,6,5
39190,0.4,Premium,E,VVS1,61.4,59.0,1397,4.74,4.68,2.89,7,6,4
39191,0.5,Very Good,E,VS2,63.2,56.0,1397,5.06,5.03,3.19,4,6,3
39192,0.57,Very Good,F,SI2,63.5,56.0,1397,5.28,5.25,3.34,2,5,3
39193,0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21,4,6,1
39194,0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17,3,7,3
39195,0.6,Very Good,G,SI1,63.3,58.0,1399,5.34,5.31,3.37,3,4,3
39196,0.56,Ideal,D,SI2,61.0,57.0,1399,5.3,5.34,3.24,2,7,5
39197,0.41,Ideal,D,SI1,61.8,58.0,1399,4.73,4.79,2.94,3,7,5
39198,0.52,Premium,D,SI1,59.7,60.0,1399,5.26,5.19,3.12,3,7,4
39199,0.49,Very Good,E,SI1,63.6,57.9,1400,4.96,4.99,3.16,3,6,3
39200,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98,7,6,5
39201,0.38,Ideal,D,VVS1,61.8,56.0,1400,4.63,4.66,2.87,7,7,5
39202,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.81,4.84,2.97,7,6,5
39203,0.42,Ideal,G,IF,61.6,56.0,1400,4.85,4.86,2.99,8,4,5
39204,0.42,Ideal,G,IF,60.4,55.0,1400,4.85,4.86,2.93,8,4,5
39205,0.38,Premium,D,VVS1,60.4,59.0,1400,4.7,4.71,2.84,7,7,4
39206,0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87,7,7,5
39207,0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91,8,4,4
39208,0.38,Premium,D,VVS1,61.4,59.0,1400,4.63,4.66,2.85,7,7,4
39209,0.42,Ideal,E,VVS1,62.1,55.0,1400,4.78,4.81,2.98,7,6,5
39210,0.42,Ideal,G,IF,62.1,56.0,1400,4.8,4.83,2.99,8,4,5
39211,0.42,Ideal,E,VVS1,62.3,57.0,1400,4.78,4.79,2.98,7,6,5
39212,0.42,Premium,G,IF,61.6,58.0,1400,4.76,4.79,2.94,8,4,4
39213,0.55,Good,F,SI1,64.3,57.9,1400,5.16,5.21,3.33,3,5,2
39214,0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69,5,1,3
39215,0.3,Very Good,J,VS1,63.4,57.0,506,4.26,4.23,2.69,5,1,3
39216,0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66,5,1,4
39217,0.3,Very Good,J,VS1,63.3,60.0,506,4.25,4.22,2.68,5,1,3
39218,0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66,3,2,4
39219,0.3,Premium,I,SI1,61.4,58.0,506,4.33,4.3,2.65,3,2,4
39220,0.3,Ideal,I,SI1,61.3,56.0,506,4.33,4.32,2.65,3,2,5
39221,0.3,Ideal,I,SI1,62.3,56.0,506,4.35,4.32,2.7,3,2,5
39222,0.3,Premium,I,SI1,60.5,62.0,506,4.37,4.33,2.63,3,2,4
39223,0.3,Premium,I,SI1,60.9,59.0,506,4.36,4.34,2.65,3,2,4
39224,0.3,Good,I,SI1,63.8,57.0,506,4.27,4.19,2.7,3,2,2
39225,0.3,Very Good,I,SI1,63.3,59.0,506,4.25,4.22,2.68,3,2,3
39226,0.3,Very Good,I,SI1,63.4,57.0,506,4.25,4.23,2.69,3,2,3
39227,0.3,Very Good,I,SI1,63.3,59.0,506,4.3,4.23,2.7,3,2,3
39228,0.3,Very Good,I,SI1,63.5,57.0,506,4.26,4.24,2.7,3,2,3
39229,0.3,Ideal,I,SI1,62.2,57.0,506,4.27,4.25,2.65,3,2,5
39230,0.3,Good,I,SI1,64.1,57.0,506,4.3,4.25,2.74,3,2,2
39231,0.3,Good,G,SI2,63.7,54.0,506,4.25,4.23,2.7,2,4,2
39232,0.3,Very Good,G,SI2,63.3,57.0,506,4.28,4.25,2.7,2,4,3
39233,0.3,Premium,G,SI2,62.3,59.0,506,4.29,4.25,2.66,2,4,4
39234,0.3,Premium,G,SI2,58.1,61.0,506,4.47,4.41,2.58,2,4,4
39235,0.3,Premium,F,SI2,62.2,58.0,506,4.33,4.22,2.66,2,5,4
39236,0.3,Premium,F,SI2,61.7,62.0,506,4.27,4.25,2.63,2,5,4
39237,0.31,Very Good,D,SI1,60.4,60.0,507,4.4,4.44,2.67,3,7,3
39238,0.3,Ideal,I,VVS2,62.8,57.0,507,4.26,4.28,2.68,6,2,5
39239,0.31,Ideal,H,VS2,61.0,57.0,507,4.38,4.41,2.68,4,3,5
39240,0.31,Ideal,H,VS2,61.7,55.0,507,4.34,4.38,2.69,4,3,5
39241,0.31,Ideal,H,VS2,61.4,56.0,507,4.38,4.42,2.7,4,3,5
39242,0.31,Ideal,H,VS2,61.2,56.0,507,4.36,4.4,2.68,4,3,5
39243,0.5,Ideal,H,VS2,62.3,58.0,1400,5.12,5.05,3.17,4,3,5
39244,0.58,Very Good,F,SI1,59.9,58.0,1401,5.35,5.4,3.22,3,5,3
39245,0.58,Very Good,F,SI1,63.1,57.0,1401,5.28,5.31,3.34,3,5,3
39246,0.55,Very Good,D,SI2,59.7,64.0,1401,5.26,5.32,3.16,2,7,3
39247,0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21,4,3,5
39248,0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,4,3,5
39249,0.54,Ideal,G,VS2,61.7,55.0,1401,5.22,5.26,3.23,4,4,5
39250,0.59,Ideal,I,VS1,61.8,55.0,1401,5.41,5.43,3.35,5,2,5
39251,0.46,Ideal,H,VS1,61.2,55.0,1401,4.96,5.04,3.06,5,3,5
39252,0.61,Ideal,I,SI2,61.1,57.0,1401,5.46,5.49,3.34,2,2,5
39253,0.58,Ideal,F,SI1,62.3,54.0,1401,5.36,5.39,3.35,3,5,5
39254,0.52,Fair,I,VVS2,60.4,66.0,1401,5.26,5.2,3.16,6,2,1
39255,0.61,Premium,F,SI2,60.9,58.0,1401,5.52,5.44,3.34,2,5,4
39256,0.61,Very Good,I,VS2,63.4,55.0,1401,5.46,5.42,3.45,4,2,3
39257,0.45,Ideal,E,VVS2,61.9,56.0,1401,4.95,4.91,3.05,6,6,5
39258,0.6,Very Good,I,VS2,60.6,60.0,1402,5.46,5.49,3.32,4,2,3
39259,0.5,Very Good,F,VS2,62.8,57.0,1402,5.05,5.08,3.18,4,5,3
39260,0.6,Very Good,H,SI1,63.1,60.0,1402,5.3,5.35,3.36,3,3,3
39261,0.58,Very Good,H,SI1,62.5,58.0,1402,5.29,5.31,3.31,3,3,3
39262,0.51,Premium,F,VS2,62.7,59.0,1402,5.04,5.07,3.17,4,5,4
39263,0.51,Premium,F,VS2,60.7,59.0,1402,5.16,5.19,3.14,4,5,4
39264,0.5,Good,D,VS2,64.1,61.0,1402,4.98,5.01,3.2,4,7,2
39265,0.55,Ideal,H,VS2,61.8,54.0,1402,5.28,5.3,3.27,4,3,5
39266,0.55,Ideal,H,VS2,62.5,54.0,1402,5.24,5.29,3.29,4,3,5
39267,0.55,Ideal,H,VS2,61.9,54.0,1402,5.25,5.28,3.26,4,3,5
39268,0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89,8,6,5
39269,0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89,8,6,5
39270,0.51,Premium,E,SI1,61.2,61.0,1402,5.16,5.13,3.15,3,6,4
39271,0.51,Premium,E,SI1,62.9,57.0,1402,5.11,5.06,3.2,3,6,4
39272,0.53,Fair,F,VS2,65.5,58.0,1402,5.09,5.03,3.31,4,5,1
39273,0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17,3,6,5
39274,0.51,Very Good,D,SI1,61.7,58.0,1403,5.09,5.12,3.15,3,7,3
39275,0.57,Very Good,F,SI1,62.6,58.0,1403,5.28,5.32,3.32,3,5,3
39276,0.5,Very Good,F,VS2,62.6,54.0,1404,5.1,5.13,3.2,4,5,3
39277,0.54,Very Good,F,SI1,60.2,56.0,1404,5.28,5.39,3.21,3,5,3
39278,0.54,Very Good,G,SI1,60.4,56.0,1404,5.29,5.34,3.21,3,4,3
39279,0.4,Good,F,IF,63.5,58.0,1404,4.69,4.7,2.98,8,5,2
39280,0.48,Ideal,F,VS1,60.8,56.3,1404,5.1,5.08,3.1,5,5,5
39281,0.5,Ideal,F,VS2,62.4,56.0,1404,5.1,5.13,3.19,4,5,5
39282,0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23,3,4,5
39283,0.5,Ideal,D,SI1,62.0,54.0,1404,5.09,5.13,3.17,3,7,5
39284,0.56,Ideal,E,SI1,61.3,56.0,1405,5.28,5.32,3.25,3,6,5
39285,0.55,Good,E,SI1,63.1,58.0,1406,5.2,5.23,3.29,3,6,2
39286,0.55,Very Good,E,SI1,63.0,59.0,1406,5.25,5.17,3.28,3,6,3
39287,0.56,Ideal,I,VS1,60.5,55.0,1406,5.33,5.39,3.24,5,2,5
39288,0.4,Ideal,F,IF,61.9,54.0,1406,4.75,4.81,2.96,8,5,5
39289,0.51,Premium,F,SI1,59.7,59.0,1406,5.2,5.15,3.09,3,5,4
39290,0.51,Premium,F,SI1,59.4,60.0,1406,5.21,5.19,3.09,3,5,4
39291,0.51,Good,F,SI1,63.6,58.0,1406,5.08,5.05,3.22,3,5,2
39292,0.51,Ideal,F,SI1,62.9,56.0,1406,5.1,5.05,3.19,3,5,5
39293,0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23,3,5,2
39294,0.57,Premium,E,SI1,58.9,59.0,1406,5.41,5.35,3.17,3,6,4
39295,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14,3,5,5
39296,0.51,Ideal,F,SI1,61.3,56.0,1406,5.19,5.16,3.17,3,5,5
39297,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8,7,5,5
39298,0.5,Very Good,E,VS2,61.3,62.0,1407,5.05,5.1,3.11,4,6,3
39299,0.5,Good,E,VS2,63.3,56.0,1407,5.11,5.03,3.21,4,6,2
39300,0.5,Good,E,VS2,63.4,59.0,1407,5.03,5.06,3.2,4,6,2
39301,0.5,Good,E,VS2,63.7,59.0,1407,4.99,5.03,3.19,4,6,2
39302,0.63,Ideal,G,SI2,62.8,56.3,1407,5.34,5.54,3.42,2,4,5
39303,0.44,Good,G,IF,58.5,61.0,1407,4.99,5.03,2.93,8,4,2
39304,0.58,Premium,E,SI1,58.5,55.0,1407,5.52,5.39,3.19,3,6,4
39305,0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26,3,4,3
39306,0.58,Very Good,G,SI1,59.3,58.0,1408,5.41,5.52,3.24,3,4,3
39307,0.58,Very Good,G,SI1,59.3,59.0,1408,5.46,5.51,3.25,3,4,3
39308,0.61,Good,E,SI2,63.1,56.0,1408,5.4,5.44,3.42,2,6,2
39309,0.58,Very Good,I,VS2,61.7,54.1,1408,5.37,5.4,3.32,4,2,3
39310,0.52,Very Good,G,VS2,61.9,59.0,1408,5.12,5.16,3.18,4,4,3
39311,0.52,Ideal,H,VS1,61.4,56.0,1408,5.2,5.23,3.2,5,3,5
39312,0.52,Very Good,D,SI1,60.5,61.0,1408,5.19,5.23,3.15,3,7,3
39313,0.43,Ideal,G,VVS2,60.9,57.0,1408,4.86,4.89,2.97,6,4,5
39314,0.44,Ideal,D,VVS2,61.8,54.8,1408,4.89,4.92,3.03,6,7,5
39315,0.5,Ideal,H,VS2,62.6,52.0,1408,5.06,5.09,3.18,4,3,5
39316,0.58,Ideal,G,SI1,62.0,58.0,1408,5.33,5.38,3.32,3,4,5
39317,0.58,Ideal,F,SI1,61.4,57.0,1408,5.33,5.38,3.29,3,5,5
39318,0.53,Ideal,E,SI1,62.1,53.0,1408,5.2,5.23,3.24,3,6,5
39319,0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89,8,6,3
39320,0.71,Fair,J,SI2,65.5,61.0,1409,5.54,5.49,3.61,2,1,1
39321,0.5,Good,F,VS2,60.9,64.0,1409,5.12,5.1,3.11,4,5,2
39322,0.54,Ideal,F,SI2,61.2,57.0,1409,5.25,5.23,3.21,2,5,5
39323,0.55,Premium,F,SI1,60.2,58.0,1410,5.31,5.35,3.21,3,5,4
39324,0.5,Very Good,H,VS1,63.0,56.0,1410,5.02,5.05,3.17,5,3,3
39325,0.5,Ideal,E,SI1,60.8,57.0,1410,5.09,5.14,3.11,3,6,5
39326,0.5,Good,G,VS2,63.2,57.0,1410,4.99,5.04,3.17,4,4,2
39327,0.55,Ideal,F,SI1,62.4,55.0,1410,5.23,5.28,3.28,3,5,5
39328,0.5,Premium,E,SI1,59.3,59.0,1410,5.19,5.24,3.09,3,6,4
39329,0.5,Ideal,E,SI1,60.1,57.0,1410,5.14,5.27,3.13,3,6,5
39330,0.55,Good,F,SI1,57.0,62.0,1410,5.42,5.44,3.1,3,5,2
39331,0.5,Very Good,H,VS1,62.5,58.0,1410,5.04,5.1,3.17,5,3,3
39332,0.5,Ideal,E,SI1,62.2,57.0,1410,5.06,5.1,3.16,3,6,5
39333,0.5,Ideal,E,SI1,62.3,56.0,1410,5.06,5.12,3.17,3,6,5
39334,0.62,Good,D,SI2,64.0,56.0,1410,5.42,5.39,3.46,2,7,2
39335,0.57,Ideal,I,VS2,61.9,57.0,1410,5.3,5.33,3.29,4,2,5
39336,0.5,Ideal,I,VS2,61.9,56.0,1410,5.08,5.13,3.16,4,2,5
39337,0.54,Ideal,E,SI1,61.6,57.0,1410,5.23,5.26,3.23,3,6,5
39338,0.5,Ideal,E,SI1,61.6,55.0,1410,5.09,5.13,3.15,3,6,5
39339,0.62,Fair,D,SI2,64.6,57.0,1410,5.39,5.33,3.46,2,7,1
39340,0.5,Very Good,H,VS2,61.2,55.0,1411,5.12,5.16,3.15,4,3,3
39341,0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19,4,2,1
39342,0.59,Premium,F,SI1,61.7,60.0,1412,5.37,5.39,3.32,3,5,4
39343,0.59,Very Good,G,SI1,63.0,57.0,1412,5.35,5.38,3.38,3,4,3
39344,0.59,Very Good,F,SI1,61.7,57.0,1412,5.39,5.43,3.34,3,5,3
39345,0.46,Ideal,G,VVS1,61.5,55.0,1412,4.97,5.01,3.07,7,4,5
39346,0.52,Ideal,E,SI2,61.0,57.0,1412,5.18,5.21,3.17,2,6,5
39347,0.53,Ideal,H,VS2,62.5,56.0,1412,5.19,5.15,3.23,4,3,5
39348,0.53,Ideal,H,VS2,62.4,56.0,1412,5.18,5.17,3.23,4,3,5
39349,0.53,Ideal,D,SI2,62.9,54.0,1412,5.17,5.13,3.24,2,7,5
39350,0.53,Ideal,D,SI2,60.4,57.0,1412,5.3,5.26,3.19,2,7,5
39351,0.53,Ideal,D,SI2,61.4,56.0,1412,5.24,5.22,3.21,2,7,5
39352,0.53,Ideal,D,SI2,61.9,55.0,1412,5.24,5.19,3.23,2,7,5
39353,0.53,Ideal,H,VS2,62.6,57.0,1412,5.17,5.15,3.23,4,3,5
39354,0.53,Premium,H,VS2,61.4,52.0,1412,5.29,5.26,3.24,4,3,4
39355,0.46,Very Good,G,VVS1,61.7,60.0,1413,4.94,4.98,3.06,7,4,3
39356,0.51,Ideal,E,VS2,60.8,56.0,1413,5.18,5.21,3.16,4,6,5
39357,0.57,Very Good,D,SI2,62.9,57.0,1413,5.26,5.3,3.32,2,7,3
39358,0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18,3,4,5
39359,0.41,Ideal,D,VVS1,62.7,56.0,1413,4.77,4.74,2.98,7,7,5
39360,0.51,Very Good,H,VS2,60.8,58.0,1414,5.12,5.17,3.13,4,3,3
39361,0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26,2,6,4
39362,0.57,Premium,H,VS2,60.1,61.0,1414,5.4,5.29,3.21,4,3,4
39363,0.7,Premium,I,SI2,62.3,59.0,1415,5.64,5.59,3.5,2,2,4
39364,0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66,4,4,1
39365,0.35,Fair,G,VS2,65.9,54.0,1415,5.57,5.53,3.66,4,4,1
39366,0.53,Very Good,E,SI1,59.7,59.0,1415,5.27,5.29,3.15,3,6,3
39367,0.53,Very Good,D,SI1,59.1,59.0,1415,5.27,5.33,3.13,3,7,3
39368,0.53,Very Good,D,SI1,60.9,59.0,1415,5.18,5.2,3.16,3,7,3
39369,0.5,Very Good,D,SI1,60.3,59.0,1415,5.11,5.14,3.09,3,7,3
39370,0.5,Very Good,D,SI1,62.8,58.0,1415,5.02,5.05,3.16,3,7,3
39371,0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19,2,6,3
39372,0.5,Premium,I,VVS1,58.2,62.0,1415,5.25,5.19,3.04,7,2,4
39373,0.53,Ideal,E,SI1,61.4,56.0,1415,5.21,5.24,3.21,3,6,5
39374,0.5,Ideal,D,SI1,61.4,58.0,1415,5.07,5.1,3.12,3,7,5
39375,0.5,Good,F,VS1,58.0,61.0,1415,5.18,5.23,3.02,5,5,2
39376,0.55,Premium,G,SI1,61.3,59.0,1415,5.28,5.23,3.22,3,4,4
39377,0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24,3,5,5
39378,0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21,3,5,4
39379,0.5,Good,G,VS2,57.9,61.0,1415,5.23,5.2,3.02,4,4,2
39380,0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15,3,6,5
39381,0.5,Premium,E,SI1,62.3,58.0,1415,5.15,5.09,3.19,3,6,4
39382,0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11,3,6,4
39383,0.5,Premium,E,SI1,60.7,61.0,1415,5.12,5.09,3.1,3,6,4
39384,0.5,Premium,E,SI1,62.0,59.0,1415,5.1,5.06,3.15,3,6,4
39385,0.5,Premium,E,SI1,63.0,58.0,1415,5.08,5.04,3.19,3,6,4
39386,0.5,Good,E,SI1,63.8,55.0,1415,5.09,5.04,3.23,3,6,2
39387,0.5,Ideal,E,SI1,62.2,57.0,1415,5.11,5.05,3.16,3,6,5
39388,0.5,Premium,E,SI1,61.5,62.0,1415,5.09,5.06,3.12,3,6,4
39389,0.5,Very Good,E,SI1,63.3,58.0,1415,5.03,4.99,3.17,3,6,3
39390,0.5,Good,E,SI1,63.7,56.0,1415,5.06,5.02,3.21,3,6,2
39391,0.5,Very Good,E,SI1,63.2,57.0,1415,5.06,5.03,3.19,3,6,3
39392,0.5,Premium,G,VS2,61.5,57.0,1415,5.12,5.09,3.14,4,4,4
39393,0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15,3,6,4
39394,0.5,Premium,G,VS2,60.2,60.0,1415,5.21,5.15,3.12,4,4,4
39395,0.51,Very Good,G,VS2,59.1,60.0,1417,5.18,5.21,3.07,4,4,3
39396,0.46,Very Good,E,VS1,60.3,59.2,1417,4.96,5.02,3.01,5,6,3
39397,0.51,Very Good,F,VS2,63.2,58.0,1417,5.07,5.05,3.2,4,5,3
39398,0.56,Ideal,I,VS2,62.2,57.0,1417,5.27,5.28,3.28,4,2,5
39399,0.53,Ideal,H,VS2,61.4,55.4,1417,5.19,5.24,3.2,4,3,5
39400,0.56,Ideal,G,SI1,61.3,54.0,1417,5.34,5.37,3.28,3,4,5
39401,0.56,Ideal,G,SI1,62.1,55.0,1417,5.29,5.33,3.3,3,4,5
39402,0.55,Ideal,G,SI1,61.7,58.0,1417,5.27,5.29,3.26,3,4,5
39403,0.47,Very Good,F,VVS2,60.9,59.0,1418,4.99,5.03,3.05,6,5,3
39404,0.46,Ideal,F,VS1,62.7,56.0,1418,4.91,4.94,3.09,5,5,5
39405,0.59,Very Good,D,SI2,62.7,58.0,1419,5.32,5.37,3.35,2,7,3
39406,0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35,2,7,5
39407,0.59,Ideal,D,SI2,61.1,56.0,1419,5.4,5.44,3.31,2,7,5
39408,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97,8,6,5
39409,0.5,Good,E,VS2,63.1,61.0,1419,5.0,5.05,3.17,4,6,2
39410,0.52,Good,F,VS1,61.0,61.0,1419,5.22,5.17,3.17,5,5,2
39411,0.52,Very Good,G,VS1,61.2,57.0,1420,5.17,5.23,3.18,5,4,3
39412,0.51,Very Good,D,SI1,59.4,59.0,1420,5.18,5.22,3.09,3,7,3
39413,0.5,Premium,E,VS2,60.1,61.0,1420,5.2,5.15,3.11,4,6,4
39414,0.5,Premium,E,VS2,58.1,61.0,1420,5.23,5.17,3.02,4,6,4
